,Date,Game Category,Result,Total Moves,Opponent,My_Rating,Opponent_Rating,My_Accuracy,Opponent_Accuracy
1190,2022-02-21,5 min,Loss,41,integrityy12,860,812,66.3,70.2
1191,2022-02-21,5 min,Win,26,DEelCICO,870,785,83.3,74.9
1192,2022-02-17,5 min,Loss,34,nickhouldsworth,864,794,66.7,63.6
1193,2022-02-17,5 min,Win,29,Quasared,874,893,65.2,55.8
1194,2022-02-17,5 min,Loss,12,bdmclea,865,920,64.6,75.1
1195,2022-02-13,5 min,Loss,23,hang1313,872,845,,
1196,2022-02-13,5 min,Win,34,Putschipulikus,881,881,62.3,61.5
1197,2022-02-13,5 min,Win,66,georgekos,873,823,,
1198,2022-02-12,5 min,Loss,24,Laxy_uo,866,836,70.6,82.0
1199,2022-02-12,5 min,Loss,28,mohdabusido,875,907,,
1200,2022-02-07,5 min,Win,19,ledyinred,883,702,76.2,54.7
1201,2022-02-07,5 min,Win,54,jyotiprakashpattnaik,878,909,52.6,45.0
1202,2022-02-06,5 min,Loss,68,notshare,869,866,,
1203,2022-02-06,5 min,Loss,52,mclavtar,877,895,64.3,65.2
1204,2022-02-06,5 min,Win,3,mclavtar,885,887,,
1205,2022-02-06,5 min,Win,34,amiruddin89,877,845,,
1206,2022-02-06,5 min,Win,62,pisagor4158,869,837,81.2,73.0
1207,2022-02-05,5 min,Loss,36,midezurya,861,891,73.9,85.0
1208,2022-02-03,5 min,Loss,37,Jmapulanga,869,1005,,
1209,2022-02-03,5 min,Win,20,GeloDie55,874,898,89.3,80.5
1210,2022-02-01,5 min,Loss,21,YgorKingOfChess,865,863,75.4,88.7
1211,2022-02-01,5 min,Win,11,chessaramm,873,889,81.6,92.7
1212,2022-02-01,5 min,Win,8,ih8u420,864,817,97.3,96.0
1213,2022-01-31,5 min,Win,34,TemirAza,857,839,47.8,45.0
1214,2022-01-30,5 min,Loss,21,gaspipez,849,831,68.2,81.9
1215,2022-01-30,5 min,Loss,26,spyndrix,858,906,75.2,74.6
1216,2022-01-30,5 min,Loss,31,surojeetchandan,865,908,65.9,71.6
1217,2022-01-30,5 min,Win,21,Yogeli,872,840,66.3,47.4
1218,2022-01-29,5 min,Win,44,maykeekaa,864,859,89.2,79.5
1219,2022-01-29,5 min,Win,51,Andrea04156,856,864,,
1220,2022-01-29,5 min,Loss,40,1_Mohamad_1,847,882,51.6,53.4
1221,2022-01-28,5 min,Loss,40,sadizore,855,883,54.3,58.8
1222,2022-01-27,5 min,Loss,42,JacekRutkowski,863,886,,
1223,2022-01-27,5 min,Loss,34,ruben4545,871,857,66.2,77.1
1224,2022-01-27,5 min,Loss,17,saminshams,880,880,68.2,83.8
1225,2022-01-26,5 min,Loss,30,ASinaev,888,895,70.2,78.7
1226,2022-01-24,5 min,Loss,37,erikabkaryan,896,932,77.6,79.9
1227,2022-01-24,5 min,Win,3,Fchizh,903,860,,
1228,2022-01-23,5 min,Win,33,koi10,896,902,50.7,51.3
1229,2022-01-23,5 min,Loss,36,priebert,887,876,,
1230,2022-01-23,5 min,Win,26,paulos013,896,879,,
1231,2022-01-23,5 min,Win,31,Nikolaigasyonok,888,851,74.0,70.9
1232,2022-01-23,5 min,Win,23,akash1114,881,878,81.3,75.8
1233,2022-01-20,5 min,Loss,54,Jaredsuelf,873,964,64.3,62.8
1234,2022-01-18,5 min,Win,40,useyourownname,879,892,,
1235,2022-01-18,5 min,Loss,41,alexdisplay,870,931,,
1236,2022-01-18,5 min,Loss,63,rbaphysics,877,870,69.5,64.0
1237,2022-01-18,5 min,Loss,32,antan123,886,878,,
1238,2022-01-16,5 min,Draw,58,ekdasa,895,911,69.2,66.2
1239,2022-01-16,5 min,Loss,51,Dylanrodaqwe,895,893,60.7,72.5
1240,2022-01-16,5 min,Loss,61,si_june,903,883,65.5,73.2
1241,2022-01-15,5 min,Win,44,caarlosm,912,905,,
1242,2022-01-13,5 min,Win,43,Akpos123,904,874,79.3,65.4
1243,2022-01-11,5 min,Win,24,Sasa1941,896,917,91.0,63.3
1244,2022-01-10,5 min,Win,24,cicciodrag,887,917,86.1,70.6
1245,2022-01-09,5 min,Loss,44,Wojciech27,878,898,62.7,65.2
1246,2022-01-09,5 min,Win,37,rgemara,886,893,44.0,31.9
1247,2022-01-09,5 min,Loss,32,Gdchess8,877,863,43.7,51.0
1248,2022-01-09,5 min,Win,33,Vaculy,886,880,81.7,66.5
1249,2022-01-09,5 min,Win,49,Kubusus,878,817,55.2,42.9
1250,2022-01-08,5 min,Loss,78,Channawin,871,903,73.4,79.4
1251,2022-01-08,5 min,Loss,45,pepealid,879,934,67.1,75.3
1252,2022-01-07,5 min,Loss,16,NarrowComplex,886,901,44.8,73.5
1253,2022-01-07,5 min,Loss,42,juniorpedrini,894,933,59.1,69.9
1254,2022-01-07,5 min,Loss,26,Vixipixie,902,958,57.2,63.9
1255,2022-01-07,5 min,Win,52,quadr330,909,893,,
1256,2022-01-06,5 min,Loss,36,xcmbxcmb,900,935,66.4,77.9
1257,2022-01-06,5 min,Loss,16,thehunterrjames,908,966,80.7,94.7
1258,2022-01-06,5 min,Win,38,Gawade1920,915,885,76.1,66.6
1259,2022-01-05,5 min,Loss,47,alen2801,907,925,,
1260,2022-01-04,5 min,Win,25,Manhoosh_Carlsen,915,911,67.5,74.1
1261,2022-01-04,5 min,Win,27,Gunsalute,907,835,85.0,71.1
1262,2022-01-04,5 min,Loss,30,DavidCamposBacachos,900,983,,
1263,2022-01-04,5 min,Win,47,ImMorTaL756,907,883,75.7,70.2
1264,2022-01-04,5 min,Win,7,Gammawolf00,899,914,91.7,65.6
1265,2022-01-03,5 min,Draw,42,imrankbrohi,890,912,74.3,80.8
1266,2022-01-02,5 min,Win,28,localchoice,889,887,82.0,74.1
1267,2022-01-02,5 min,Loss,28,mohamedessam513,881,931,60.1,72.9
1268,2022-01-02,5 min,Loss,34,txavatar,888,904,49.3,47.7
1269,2021-12-30,5 min,Loss,32,SeiLeo,896,892,66.7,75.3
1270,2021-12-30,5 min,Win,50,houzmuzik,904,918,62.6,62.3
1271,2021-12-29,5 min,Win,31,BrunoHGalvao,895,905,63.7,56.4
1272,2021-12-29,5 min,Loss,29,pablo1822,886,901,61.2,61.7
1273,2021-12-29,5 min,Loss,32,winteko,894,903,55.7,58.8
1274,2021-12-28,10 min,Loss,49,Falwanson74,1236,1273,,
1275,2021-12-25,5 min,Loss,42,GMaleksy,902,948,67.8,60.6
1276,2021-12-24,5 min,Win,37,muhammadahmed1122,909,887,76.7,74.9
1277,2021-12-23,5 min,Loss,49,Soly1HD,901,944,,
1278,2021-12-23,5 min,Loss,21,kercsibaba,908,903,,
1279,2021-12-23,5 min,Win,48,PaulBento,917,941,66.6,62.8
1280,2021-12-23,5 min,Loss,18,the1825,908,885,30.1,45.0
1281,2021-12-23,5 min,Loss,42,Suyog_Parkar,917,929,62.5,58.3
1282,2021-12-23,5 min,Win,61,kaiwansharifi,925,907,86.3,80.5
1283,2021-12-22,5 min,Loss,23,Tommyst,917,893,63.8,78.9
1284,2021-12-22,5 min,Loss,13,Jihedbensmida,926,929,82.0,94.4
1285,2021-12-21,5 min,Win,30,nunubear12,934,921,84.4,67.0
1286,2021-12-21,5 min,Loss,25,conisah,926,922,39.2,53.7
1287,2021-12-19,5 min,Win,24,ponei_maldito,934,900,83.3,69.2
1288,2021-12-19,5 min,Win,21,shravan_baliga1,926,890,58.1,53.1
1289,2021-12-19,5 min,Win,24,Arya13Arnab,918,930,82.2,84.4
1290,2021-12-19,5 min,Loss,33,agusdwih,909,931,58.6,62.1
1291,2021-12-19,5 min,Win,22,Alex79_8,917,866,65.5,75.9
1292,2021-12-18,5 min,Win,37,Baden5400,910,878,80.8,80.7
1293,2021-12-18,5 min,Win,38,fadelhidayat97,902,866,,
1294,2021-12-18,5 min,Loss,49,HotRussianMen,895,976,64.8,63.2
1295,2021-12-18,5 min,Win,24,vitor_007,901,863,78.6,68.3
1296,2021-12-18,5 min,Win,37,amavasas,894,883,84.2,73.1
1297,2021-12-17,5 min,Win,27,23sine,886,845,79.1,64.8
1298,2021-12-17,5 min,Loss,33,babyadda,879,872,67.7,78.8
1299,2021-12-17,5 min,Loss,32,tomui10,888,890,50.7,60.4
1300,2021-12-16,5 min,Loss,18,ToreGronlund,896,946,71.7,79.6
1301,2021-12-16,5 min,Win,23,LordPuigdemort,903,891,80.2,70.6
1302,2021-12-16,5 min,Win,22,Turalftr,895,837,84.5,69.3
1303,2021-12-16,5 min,Win,43,lautaroeh,888,827,83.8,69.0
1304,2021-12-16,5 min,Win,39,perrosudacacine,881,866,75.9,67.4
1305,2021-12-16,5 min,Win,45,W4n1ed,873,814,63.6,53.9
1306,2021-12-16,5 min,Win,15,murat073207,866,816,84.5,72.1
1307,2021-12-16,5 min,Win,33,GMarinaio,859,855,,
1308,2021-12-15,5 min,Loss,55,Omarpatik,851,898,75.1,73.7
1309,2021-12-15,5 min,Win,34,miranda9017,858,882,65.9,54.1
1310,2021-12-15,5 min,Loss,33,K3S3R,849,894,,
1311,2021-12-15,5 min,Win,16,Ivoruss,856,849,78.0,81.5
1312,2021-12-14,5 min,Loss,49,feapef,848,819,50.9,62.5
1313,2021-12-14,5 min,Loss,21,simdage,857,919,51.8,72.0
1314,2021-12-14,5 min,Win,21,RusFrost88,865,839,88.4,63.4
1315,2021-12-14,5 min,Loss,27,gustavocamcarpio,857,842,,
1316,2021-12-14,5 min,Win,21,Knightslay3r,866,882,72.9,61.1
1317,2021-12-13,5 min,Draw,66,knighty9problems,857,899,85.9,80.9
1318,2021-12-13,5 min,Loss,43,chavez6,856,860,53.0,64.1
1319,2021-12-13,5 min,Draw,34,ngbgmg5,864,844,66.3,58.6
1320,2021-12-12,5 min,Loss,36,mubarakahmad88,864,923,78.1,86.8
1321,2021-12-12,5 min,Win,41,GamerTwo1,871,888,78.0,68.6
1322,2021-12-11,5 min,Loss,45,donanddavid7610,862,852,47.2,47.2
1323,2021-12-11,5 min,Win,40,IulianS77,871,851,,
1324,2021-12-11,5 min,Win,18,ndilf,863,827,89.1,74.2
1325,2021-12-11,5 min,Win,46,Airforcetone,856,853,80.3,73.0
1326,2021-12-08,5 min,Loss,56,MaxKongerskov,848,843,83.1,76.8
1327,2021-12-08,5 min,Win,8,sir110,856,780,85.5,49.8
1328,2021-12-08,5 min,Win,31,hedebybridge,849,805,72.3,66.2
1329,2021-12-08,5 min,Loss,11,Aleppoo87,842,910,46.2,48.7
1330,2021-12-07,5 min,Loss,50,jacht1996,849,871,62.4,72.7
1331,2021-12-07,5 min,Loss,31,ElSacha21,857,894,57.8,54.2
1332,2021-12-04,5 min,Loss,28,TaGr-1703,864,901,59.9,71.2
1333,2021-12-04,5 min,Loss,18,luizinhotraba,872,852,65.6,84.3
1334,2021-12-04,5 min,Loss,32,FER_JAHIR,881,936,,
1335,2021-12-04,5 min,Loss,13,VirginiaBoy1969,888,933,64.9,84.1
1336,2021-12-04,5 min,Loss,58,Carlmagsennus,895,887,,
1337,2021-12-02,5 min,Win,9,Tamilzz,904,872,98.6,62.4
1338,2021-12-01,5 min,Loss,51,Cheeeeef,896,899,55.9,52.6
1339,2021-12-01,5 min,Loss,40,BroadFold,904,955,71.4,71.9
1340,2021-11-29,5 min,Loss,25,DeepMShah,911,913,69.5,84.1
1341,2021-11-29,5 min,Win,19,DerDoks,919,882,78.1,63.5
1342,2021-11-27,5 min,Loss,34,ggc2217,911,899,,
1343,2021-11-26,5 min,Loss,23,YuganshT79,920,905,,
1344,2021-11-26,5 min,Loss,19,Omar19988,929,931,61.6,82.5
1345,2021-11-26,5 min,Win,29,stopdoingfriedliver,937,829,72.5,65.6
1346,2021-11-25,5 min,Win,36,JOSHUBY10YT,931,842,83.8,72.9
1347,2021-11-23,5 min,Loss,48,venkanna1234,925,957,63.6,58.5
1348,2021-11-23,5 min,Win,35,venkanna1234,933,949,87.5,72.4
1349,2021-11-23,5 min,Win,33,serkanyakin,924,892,,
1350,2021-11-22,5 min,Loss,37,piyushdce,916,1005,70.6,71.8
1351,2021-11-22,5 min,Loss,9,RiccardoDonvito,922,1012,,
1352,2021-11-22,5 min,Win,52,vinnygillespie,928,836,,
1353,2021-11-22,5 min,Loss,47,oliver941,922,934,65.0,62.3
1354,2021-11-21,5 min,Win,61,ppp388,930,925,82.9,72.9
1355,2021-11-21,5 min,Loss,42,edregi,922,920,,
1356,2021-11-21,5 min,Loss,23,FarazShaikh1497,930,1016,68.0,82.1
1357,2021-11-20,5 min,Loss,44,Jaiden5102,936,934,73.2,75.1
1358,2021-11-19,5 min,Win,32,Krissiz,944,928,89.5,74.9
1359,2021-11-19,10 min,Win,33,mtg55,1249,1251,76.2,72.4
1360,2021-11-19,10 min,Loss,31,jimspidle,1238,1228,65.8,66.2
1361,2021-11-19,10 min,Loss,68,jannik245,1249,1290,69.0,75.5
1362,2021-11-19,10 min,Win,39,Garryleisberg,1259,1240,58.7,47.8
1363,2021-11-19,5 min,Loss,57,gabdantas99,936,992,67.6,75.4
1364,2021-11-18,5 min,Win,33,KabiraR,943,903,89.6,70.2
1365,2021-11-17,5 min,Loss,15,perrodelinfierno666,936,932,63.7,80.7
1366,2021-11-17,5 min,Loss,38,sunisuni50,945,995,,
1367,2021-11-17,5 min,Loss,32,Praveenbabu84,952,963,55.0,63.1
1368,2021-11-16,5 min,Win,28,ImadArifi,960,930,88.6,69.3
1369,2021-11-15,5 min,Loss,11,Fernandez2015,952,986,52.9,80.8
1370,2021-11-15,5 min,Loss,41,joaooliveia,960,981,67.8,62.2
1371,2021-11-14,5 min,Win,51,FDelvaux,968,972,64.4,57.0
1372,2021-11-12,5 min,Loss,48,2REG-BLR,959,996,,
1373,2021-11-11,5 min,Loss,5,Christian_Nguyen,966,979,54.9,75.7
1374,2021-11-11,5 min,Win,12,vincentroccaserra,974,988,82.4,60.5
1375,2021-11-08,5 min,Loss,16,leo_henrique,965,954,,
1376,2021-11-08,5 min,Draw,32,zahirplayer,974,994,78.1,76.0
1377,2021-11-07,5 min,Win,27,Badman42,973,947,,
1378,2021-11-07,5 min,Loss,36,felixrush,965,921,67.2,66.4
1379,2021-11-06,10 min,Draw,63,hworstw,1248,1284,63.4,69.0
1380,2021-11-04,10 min,Loss,39,GERARDH_MX,1247,1283,67.3,76.4
1381,2021-11-04,10 min,Win,54,Koricapito,1257,1237,75.9,67.0
1382,2021-11-04,10 min,Draw,64,Ravikuningas,1246,1233,,
1383,2021-11-04,5 min,Win,22,henricara,974,937,,
1384,2021-11-04,5 min,Win,28,1him0,966,950,83.6,76.7
1385,2021-11-03,5 min,Loss,41,huynhtrieuduong,958,1000,74.1,74.7
1386,2021-11-03,5 min,Loss,27,agungmarzuki,965,895,,
1387,2021-11-03,5 min,Win,32,noj1,975,897,86.5,71.3
1388,2021-11-02,5 min,Draw,58,Danyo314,968,977,83.0,69.1
1389,2021-11-02,5 min,Win,23,leoknd10,968,981,72.8,68.5
1390,2021-11-02,5 min,Win,22,abduleka47,959,942,87.1,73.5
1391,2021-11-02,5 min,Loss,33,kucienkhietam,951,935,68.1,82.0
1392,2021-11-02,5 min,Win,16,Manueldfd,960,930,78.4,47.8
1393,2021-11-02,5 min,Draw,62,VigneshSK31,952,948,78.8,82.0
1394,2021-11-01,10 min,Win,44,satyendra999,1246,1185,76.8,73.6
1395,2021-11-01,5 min,Loss,39,kirtnat,952,933,53.5,49.0
1396,2021-10-31,5 min,Win,35,SiddharthDesai1993,961,917,76.4,67.7
1397,2021-10-31,5 min,Win,39,lukeheight4,954,958,88.7,78.9
1398,2021-10-31,5 min,Win,15,Dov_26,945,915,93.5,71.3
1399,2021-10-31,5 min,Win,33,blackhorse6878,937,927,61.3,53.2
1400,2021-10-31,5 min,Win,45,Mickeypawnstar,929,945,82.5,72.1
1401,2021-10-30,5 min,Loss,40,YocastaFreud,920,961,72.3,76.4
1402,2021-10-29,5 min,Win,9,buntertee,927,867,93.7,76.9
1403,2021-10-28,5 min,Win,13,MrPink50,920,616,96.7,87.7
1404,2021-10-28,5 min,Win,45,Jwelox,918,931,,
1405,2021-10-28,5 min,Win,20,nnamnahtan,909,856,70.8,63.3
1406,2021-10-28,5 min,Win,51,pratyush1001,902,875,,
1407,2021-10-21,5 min,Loss,39,Roxettes,894,956,59.5,51.0
1408,2021-10-20,5 min,Win,17,swagaman22,901,895,78.4,66.9
1409,2021-10-20,5 min,Win,32,majidsabee,893,849,68.7,78.7
1410,2021-10-20,5 min,Loss,33,Blunder_GG,886,864,76.0,83.4
1411,2021-10-20,5 min,Win,19,BhaskarJ18,895,883,82.4,74.5
1412,2021-10-20,5 min,Loss,18,saiNanda95,887,929,46.4,50.2
1413,2021-10-20,5 min,Win,22,LuckOfTheIrishman,894,909,81.7,68.9
1414,2021-10-19,5 min,Win,42,mrMeoow,885,827,54.6,47.8
1415,2021-10-19,5 min,Win,23,ftivan,878,833,60.4,59.8
1416,2021-10-19,5 min,Loss,62,arneyflarney,871,875,73.1,83.6
1417,2021-10-19,5 min,Win,14,urbagambit,879,885,,
1418,2021-10-19,5 min,Win,43,SBMB,870,900,67.8,63.6
1419,2021-10-19,5 min,Win,28,mora1990,861,868,,
1420,2021-10-19,5 min,Win,37,imaxu,852,847,88.0,75.7
1421,2021-10-19,5 min,Draw,34,Gintoki-San0o0,844,874,68.2,59.5
1422,2021-10-18,5 min,Win,23,nikhilistrying,843,846,80.8,62.8
1423,2021-10-18,5 min,Loss,29,ABKhalDrogo,835,872,55.8,69.0
1424,2021-10-18,5 min,Win,51,Ahmedlayas,843,757,86.5,76.7
1425,2021-10-18,5 min,Win,11,FBTGANG,837,826,96.2,78.2
1426,2021-10-17,5 min,Win,8,bhramar6363636,829,860,,
1427,2021-10-17,5 min,Win,25,ALAMRI9915,820,875,63.7,55.7
1428,2021-10-17,5 min,Loss,26,walter1967it,810,846,78.3,92.5
1429,2021-10-17,5 min,Loss,37,Roger229,817,854,62.8,66.6
1430,2021-10-17,5 min,Win,41,benkeba,824,768,83.3,69.4
1431,2021-10-17,5 min,Win,12,Trigonov,817,780,81.7,62.2
1432,2021-10-17,5 min,Win,12,ledyinred,810,750,52.2,34.6
1433,2021-10-17,5 min,Win,44,Chrob6,810,776,89.4,79.8
1434,2021-10-17,5 min,Win,29,abhishekphalak,802,812,72.6,60.0
1435,2021-10-17,5 min,Draw,34,guasconeBO,793,868,53.9,56.0
1436,2021-10-17,5 min,Win,54,haydarin,791,697,,
1437,2021-10-15,5 min,Loss,23,mauricio03021995,785,712,,
1438,2021-10-15,5 min,Win,27,ziiohs,795,837,86.6,75.8
1439,2021-10-14,5 min,Win,22,bentaga,786,862,40.4,38.1
1440,2021-10-12,5 min,Win,32,Wulforos612,776,826,,
1441,2021-10-12,5 min,Loss,45,geekcze,766,755,58.3,53.7
1442,2021-10-10,5 min,Win,39,RipinPain3505,775,749,76.6,65.9
1443,2021-10-10,5 min,Win,31,JamesWallace19,767,719,,
1444,2021-10-10,5 min,Loss,24,DVI1983,760,772,53.7,70.4
1445,2021-10-10,5 min,Win,32,G_Thang2020,768,780,69.6,63.3
1446,2021-10-10,5 min,Win,14,Fchizh,759,764,96.0,61.4
1447,2021-10-10,5 min,Loss,38,HRA9805,750,773,67.0,75.7
1448,2021-10-10,5 min,Loss,35,rize11122,758,809,75.4,76.5
1449,2021-10-10,5 min,Loss,11,Tester911,765,778,,
1450,2021-10-09,5 min,Loss,21,akademiasportu,773,742,63.2,60.5
1451,2021-10-09,5 min,Win,31,nitin1720,782,759,78.5,65.0
1452,2021-10-09,5 min,Draw,61,PhilboMcBaggins,774,753,64.0,62.2
1453,2021-10-09,5 min,Loss,52,bsksmoothie,775,835,,
1454,2021-10-09,5 min,Loss,33,PatheticJack,782,752,60.9,73.9
1455,2021-10-09,5 min,Loss,33,khaledkonsowa,791,784,,
1456,2021-10-08,5 min,Win,30,Nespi26,800,818,,
1457,2021-10-08,5 min,Loss,47,Jazzgems,791,785,81.1,73.6
1458,2021-10-08,5 min,Win,38,redhairedjl,800,816,,
1459,2021-10-08,5 min,Loss,32,Wonkeypawn,790,804,60.0,67.0
1460,2021-10-08,5 min,Win,24,paddybristol,799,790,74.5,70.1
1461,2021-10-07,5 min,Win,35,martino13,790,816,62.9,56.6
1462,2021-10-07,5 min,Win,45,Siboking,779,810,82.1,70.3
1463,2021-10-07,5 min,Win,30,Beijamin-Arrolaa,768,821,74.3,64.7
1464,2021-10-07,5 min,Win,17,buckyfidanza,756,815,75.6,72.4
1465,2021-10-07,5 min,Draw,52,Axl62,744,721,,
1466,2021-10-07,5 min,Win,52,cheeseisrice,745,819,71.8,65.2
1467,2021-10-07,5 min,Loss,22,Kukiel1337,732,801,,
1468,2021-10-07,5 min,Loss,35,Juregiusz,741,716,70.8,82.8
1469,2021-10-06,5 min,Win,25,ledyinred,754,750,,
1470,2021-10-06,5 min,Win,28,Xapystik,754,755,82.1,72.6
1471,2021-10-06,5 min,Win,17,SimaoRock,742,734,,
1472,2021-10-05,5 min,Loss,18,Shilpi2021,730,629,44.4,64.4
1473,2021-10-04,5 min,Loss,52,MaiconAlves88,747,696,65.9,71.5
1474,2021-10-01,10 min,Loss,23,Szikszai12,1236,1152,67.4,77.8
1475,2021-10-01,10 min,Win,15,KireiKotomine,1247,1154,94.1,86.6
1476,2021-09-23,10 min,Loss,29,gandufaizan,1240,1202,60.6,74.1
1477,2021-09-22,5 min,Loss,31,nishant_NRC,762,780,65.6,65.3
1478,2021-09-22,5 min,Loss,20,jasperkoehorst,774,802,49.7,56.1
1479,2021-09-22,5 min,Loss,28,JamesRooki,786,704,67.7,79.6
1480,2021-09-21,5 min,Loss,46,bberlinb,803,761,,
1481,2021-09-19,10 min,Draw,48,PjerinMRS1985,1250,1307,81.4,80.2
1482,2021-09-19,10 min,Loss,17,asardeensyed,1249,1216,60.5,79.9
1483,2021-09-19,10 min,Loss,28,xVincentez7,1258,1340,,
1484,2021-09-19,10 min,Draw,14,omrishemesh13,1265,1189,90.3,91.6
1485,2021-09-11,10 min,Loss,27,adamtrannews,1267,1342,68.2,82.2
1486,2021-09-06,10 min,Win,30,AhmedAzzab,1274,1144,87.2,64.8
1487,2021-09-06,10 min,Win,69,Yatta1gambare,1267,1292,85.1,74.2
1488,2021-09-06,10 min,Loss,12,Keremonal49,1258,1310,61.0,88.9
1489,2021-08-20,10 min,Loss,35,zacate5,1265,1354,78.2,87.3
1490,2021-08-13,10 min,Loss,35,Shaqif1,1271,1314,74.9,87.9
1491,2021-08-10,10 min,Loss,26,hamed1948,1278,1298,,
1492,2021-08-08,10 min,Loss,51,alfred2240,1286,1332,75.4,82.5
1493,2021-08-08,10 min,Win,34,Elhijodelchapo,1293,1266,,
1494,2021-08-03,10 min,Loss,26,SULAYBOY,1285,1295,69.8,79.7
1495,2021-08-03,10 min,Win,13,SULAYBOY,1293,1287,91.5,76.3
1496,2021-08-02,10 min,Loss,32,rasik23776,1285,1345,70.7,80.9
1497,2021-08-01,10 min,Win,29,Are-jiest,1292,1274,80.0,72.1
1498,2021-08-01,10 min,Win,52,bluebyron,1284,1281,91.0,74.7
1499,2021-07-30,10 min,Loss,63,serg1m,1276,1269,74.8,76.5
1500,2021-07-30,10 min,Win,34,ChelseaRK,1285,1245,71.8,65.6
1501,2021-07-29,5 min,Loss,34,Loser987,819,875,71.3,82.0
1502,2021-07-26,5 min,Win,18,NizyamovMax,826,819,79.4,79.9
1503,2021-07-23,10 min,Win,40,Lilly0011,1278,1297,,
1504,2021-07-22,10 min,Loss,43,Fdches,1269,1330,63.7,73.9
1505,2021-07-22,10 min,Loss,35,Mahdi_8,1276,1309,51.6,65.5
1506,2021-07-21,10 min,Win,38,rudiTG,1284,1271,29.5,20.3
1507,2021-07-21,10 min,Win,54,hamidamirreza,1276,1289,67.6,66.6
1508,2021-07-20,10 min,Win,22,Sagardan,1258,1263,,
1509,2021-07-20,10 min,Win,41,shaponleo,1250,1247,57.9,54.3
1510,2021-07-20,10 min,Win,38,vaibhavmittal4,1242,1190,63.1,57.6
1511,2021-07-19,10 min,Draw,83,Chandangupta390,1235,1240,74.3,73.7
1512,2021-07-19,10 min,Win,18,KingofChess10101,1235,1180,36.5,68.0
1513,2021-07-19,10 min,Loss,65,knuckler14,1228,1220,72.2,79.8
1514,2021-07-19,10 min,Win,16,Noplaynogame,1237,1228,,
1515,2021-07-18,10 min,Loss,32,Primus1973,1229,1256,65.7,72.9
1516,2021-07-18,10 min,Loss,40,Billymong,1237,1270,58.9,63.2
1517,2021-07-18,10 min,Loss,24,KingSherwood2,1245,1270,,
1518,2021-07-18,10 min,Win,24,fennro,1253,1213,57.7,11.3
1519,2021-07-18,10 min,Win,63,Pekulipom,1246,1262,84.8,79.0
1520,2021-07-18,10 min,Loss,28,Rank1Virtu,1237,1250,77.5,88.9
1521,2021-07-15,10 min,Win,50,Andr1966,1245,1182,79.2,76.2
1522,2021-07-14,10 min,Loss,72,erland_devil,1238,1208,74.2,75.2
1523,2021-07-14,10 min,Loss,56,Hanny1986,1247,1224,72.2,64.3
1524,2021-07-14,10 min,Loss,29,Jochem14,1256,1280,43.1,91.1
1525,2021-07-14,10 min,Loss,67,AlimonyTony,1264,1300,74.1,80.2
1526,2021-07-13,10 min,Loss,53,0men0,1272,1300,77.5,73.1
1527,2021-07-13,10 min,Draw,69,Yaroslav_82,1280,1308,61.0,65.3
1528,2021-07-13,10 min,Win,28,Amnkmrsingh,1279,1194,76.7,61.8
1529,2021-07-13,10 min,Win,16,Amnkmrsingh,1273,1200,,
1530,2021-07-13,10 min,Win,18,Amnkmrsingh,1266,1207,69.4,40.3
1531,2021-07-11,10 min,Win,37,abdul8397,1259,1256,73.1,65.7
1532,2021-07-11,10 min,Win,4,abdul8397,1251,1264,67.9,53.9
1533,2021-07-11,10 min,Draw,44,Mtugnarelli,1242,1203,64.5,65.7
1534,2021-07-11,10 min,Loss,39,AlexandrKochetkov,1243,1225,72.5,77.7
1535,2021-07-11,10 min,Loss,42,ietekeia,1252,1302,64.6,67.7
1536,2021-07-10,10 min,Loss,22,Mac-Rose,1259,1279,32.3,48.7
1537,2021-07-10,10 min,Draw,67,Alawer,1267,1258,84.6,77.8
1538,2021-07-10,10 min,Win,17,Kamilko2017,1267,1240,88.3,74.7
1539,2021-07-09,10 min,Loss,19,AmrIsmail1,1259,1314,,
1540,2021-07-09,10 min,Win,25,oliviachess2014,1266,1229,,
1541,2021-07-09,10 min,Win,11,oliviachess2014,1259,1237,65.0,45.0
1542,2021-07-09,10 min,Win,26,rohitgupta286,1251,1233,63.2,56.7
1543,2021-07-09,1 min,Loss,27,Massivemonkey124,792,842,73.6,63.1
1544,2021-07-09,10 min,Win,31,kimerik1986,1243,1067,66.6,60.0
1545,2021-07-09,10 min,Loss,20,JJHoffmann,1238,1230,38.6,58.1
1546,2021-07-09,10 min,Loss,32,achille61,1247,1301,68.6,71.6
1547,2021-07-08,10 min,Loss,24,rberghout,1255,1347,61.3,70.9
1548,2021-07-07,10 min,Win,17,raiderfan123,1263,1279,91.7,75.5
1549,2021-07-06,10 min,Draw,58,Zerolily09,1253,1271,79.6,79.8
1550,2021-07-06,10 min,Win,24,boadapj,1253,1242,88.6,73.5
1551,2021-07-05,10 min,Loss,47,Ukussi,1243,1295,71.6,79.4
1552,2021-07-04,10 min,Win,35,Valod77,1252,1277,79.7,71.1
1553,2021-07-04,10 min,Loss,19,SuyatnaJR,1241,1215,53.6,75.2
1554,2021-07-04,5 min,Win,27,Sunnymask,817,749,,
1555,2021-07-03,5 min,Draw,38,aydenalbright,810,785,76.9,82.3
1556,2021-07-03,5 min,Loss,43,AlexandreRoma,811,858,58.1,69.6
1557,2021-07-03,5 min,Win,17,Marek861976,818,823,89.8,58.9
