,Date,Game Category,Result,Total Moves,Opponent,My_Rating,Opponent_Rating,My_Accuracy,Opponent_Accuracy
0,2023-06-23,5 min,Win,30,YaroslavAlex,1034,1012,,
1,2023-06-23,5 min,Draw,56,NEWPLAYERSPAIN,1026,1053,,
2,2023-06-23,5 min,Win,24,VirajMaske999,1025,1039,,
3,2023-06-23,5 min,Win,25,Andhree,1016,1036,,
4,2023-06-22,5 min,Win,28,Maychick,1007,1026,,
5,2023-06-22,5 min,Win,60,Wardaddy666,998,949,,
6,2023-06-21,5 min,Loss,26,yeetsgambit,991,1048,,
7,2023-06-21,5 min,Loss,37,Toamttttttttt,998,1047,,
8,2023-06-21,5 min,Loss,39,andy_murre,1005,1011,,
9,2023-06-21,5 min,Win,39,d-dsn,1013,1039,,
10,2023-06-21,5 min,Win,30,jonasunn,1004,958,,
11,2023-06-21,5 min,Win,31,LDAV1199,997,976,,
12,2023-06-21,5 min,Loss,17,Peterfcst,988,977,,
13,2023-06-21,5 min,Win,2,mhtbjj,997,1028,,
14,2023-06-21,5 min,Win,30,divijsingh12,988,967,,
15,2023-06-20,5 min,Loss,48,opelola,980,1009,,
16,2023-06-20,5 min,Loss,49,RazLAEp,988,1011,,
17,2023-06-20,5 min,Win,34,Elkhalfy,996,937,,
18,2023-06-20,5 min,Win,14,MsBigodes,989,999,,
19,2023-06-20,5 min,Loss,23,agile23,980,970,,
20,2023-06-20,5 min,Win,47,Hellochezz,989,946,,
21,2023-06-20,5 min,Loss,59,Rocker_128,982,1081,,
22,2023-06-20,5 min,Win,18,Robinsr11,988,969,,
23,2023-06-20,5 min,Win,30,josedel-k,980,1001,,
24,2023-06-20,5 min,Loss,25,jayanth22,971,977,,
25,2023-06-20,5 min,Win,38,Toyii20,979,962,,
26,2023-06-19,5 min,Loss,28,Cleitonrob,971,960,69.7,87.7
27,2023-06-19,5 min,Win,20,max972,980,957,,
28,2023-06-19,5 min,Loss,24,otiso,972,1023,,
29,2023-06-19,5 min,Win,21,aessecl,979,987,,
30,2023-06-19,5 min,Draw,79,emilcococek,970,943,,
31,2023-06-19,5 min,Win,47,JustJoshng,971,933,,
32,2023-06-18,5 min,Win,58,SageDPathzxz,963,976,,
33,2023-06-16,5 min,Draw,66,blauerire12,954,966,,
34,2023-06-16,5 min,Win,41,panv0,954,945,,
35,2023-06-16,5 min,Loss,20,elpub3,946,989,48.6,70.4
36,2023-06-16,5 min,Win,14,nontoxic_acid,953,915,,
37,2023-06-16,5 min,Loss,41,ybyty1313,946,953,,
38,2023-06-16,5 min,Win,20,Milton_Armijos,954,956,,
39,2023-06-14,5 min,Loss,23,makflaii,946,945,,
40,2023-06-14,5 min,Loss,30,garysat,954,993,,
41,2023-06-14,5 min,Loss,22,UmutEnesD,961,985,,
42,2023-06-14,5 min,Loss,22,EXODIA_31,969,1030,,
43,2023-06-14,5 min,Win,16,lotaokoye,976,955,,
44,2023-06-14,5 min,Win,27,Huggerbirk,968,949,,
45,2023-06-14,5 min,Win,21,Hanzmeisterr,960,842,,
46,2023-06-14,5 min,Win,39,vishnuvel,954,957,,
47,2023-06-13,5 min,Win,16,GarrettDonovan,946,936,,
48,2023-06-13,5 min,Win,63,Jonidevil27,938,933,,
49,2023-06-13,5 min,Win,33,Romarius68,930,919,,
50,2023-06-23,5 min,Win,30,YaroslavAlex,1034,1012,,
51,2023-06-23,5 min,Draw,56,NEWPLAYERSPAIN,1026,1053,,
52,2023-06-23,5 min,Win,24,VirajMaske999,1025,1039,,
53,2023-06-23,5 min,Win,25,Andhree,1016,1036,,
54,2023-06-22,5 min,Win,28,Maychick,1007,1026,,
55,2023-06-22,5 min,Win,60,Wardaddy666,998,949,,
56,2023-06-21,5 min,Loss,26,yeetsgambit,991,1048,,
57,2023-06-21,5 min,Loss,37,Toamttttttttt,998,1047,,
58,2023-06-21,5 min,Loss,39,andy_murre,1005,1011,,
59,2023-06-21,5 min,Win,39,d-dsn,1013,1039,,
60,2023-06-21,5 min,Win,30,jonasunn,1004,958,,
61,2023-06-21,5 min,Win,31,LDAV1199,997,976,,
62,2023-06-21,5 min,Loss,17,Peterfcst,988,977,,
63,2023-06-21,5 min,Win,2,mhtbjj,997,1028,,
64,2023-06-21,5 min,Win,30,divijsingh12,988,967,,
65,2023-06-20,5 min,Loss,48,opelola,980,1009,,
66,2023-06-20,5 min,Loss,49,RazLAEp,988,1011,,
67,2023-06-20,5 min,Win,34,Elkhalfy,996,937,,
68,2023-06-20,5 min,Win,14,MsBigodes,989,999,,
69,2023-06-20,5 min,Loss,23,agile23,980,970,,
70,2023-06-20,5 min,Win,47,Hellochezz,989,946,,
71,2023-06-20,5 min,Loss,59,Rocker_128,982,1081,,
72,2023-06-20,5 min,Win,18,Robinsr11,988,969,,
73,2023-06-20,5 min,Win,30,josedel-k,980,1001,,
74,2023-06-20,5 min,Loss,25,jayanth22,971,977,,
75,2023-06-20,5 min,Win,38,Toyii20,979,962,,
76,2023-06-19,5 min,Loss,28,Cleitonrob,971,960,69.7,87.7
77,2023-06-19,5 min,Win,20,max972,980,957,,
78,2023-06-19,5 min,Loss,24,otiso,972,1023,,
79,2023-06-19,5 min,Win,21,aessecl,979,987,,
80,2023-06-19,5 min,Draw,79,emilcococek,970,943,,
81,2023-06-19,5 min,Win,47,JustJoshng,971,933,,
82,2023-06-18,5 min,Win,58,SageDPathzxz,963,976,,
83,2023-06-16,5 min,Draw,66,blauerire12,954,966,,
84,2023-06-16,5 min,Win,41,panv0,954,945,,
85,2023-06-16,5 min,Loss,20,elpub3,946,989,48.6,70.4
86,2023-06-16,5 min,Win,14,nontoxic_acid,953,915,,
87,2023-06-16,5 min,Loss,41,ybyty1313,946,953,,
88,2023-06-16,5 min,Win,20,Milton_Armijos,954,956,,
89,2023-06-14,5 min,Loss,23,makflaii,946,945,,
90,2023-06-14,5 min,Loss,30,garysat,954,993,,
91,2023-06-14,5 min,Loss,22,UmutEnesD,961,985,,
92,2023-06-14,5 min,Loss,22,EXODIA_31,969,1030,,
93,2023-06-14,5 min,Win,16,lotaokoye,976,955,,
94,2023-06-14,5 min,Win,27,Huggerbirk,968,949,,
95,2023-06-14,5 min,Win,21,Hanzmeisterr,960,842,,
96,2023-06-14,5 min,Win,39,vishnuvel,954,957,,
97,2023-06-13,5 min,Win,16,GarrettDonovan,946,936,,
98,2023-06-13,5 min,Win,63,Jonidevil27,938,933,,
99,2023-06-13,5 min,Win,33,Romarius68,930,919,,
100,2023-06-12,5 min,Win,29,PaulTinta11,922,876,,
101,2023-06-07,5 min,Loss,24,vamos13,915,917,,
102,2023-06-07,5 min,Win,15,Scaevola50,923,920,,
103,2023-06-07,5 min,Loss,29,64ptrn,915,941,,
104,2023-06-07,5 min,Win,17,karthikcak,923,869,,
105,2023-06-07,5 min,Loss,17,Abhayshah123456,916,893,,
106,2023-06-07,5 min,Win,34,Gujansko,925,945,,
107,2023-06-06,5 min,Win,7,skprasad,916,837,,
108,2023-06-06,5 min,Loss,56,DENIAL23,910,941,,
109,2023-06-06,5 min,Win,65,hulki23,918,938,,
110,2023-06-06,5 min,Win,13,PavleKnezevic7,909,854,,
111,2023-06-03,5 min,Loss,25,Resxian,894,945,,
112,2023-06-03,3 min,Loss,28,charlesherisson,901,978,,
113,2023-06-03,5 min,Draw,72,sitoa,908,956,,
114,2023-06-02,5 min,Loss,38,imedabbes,907,920,,
115,2023-06-01,5 min,Loss,34,hdtptm,915,975,,
116,2023-06-01,5 min,Loss,26,DutchTiger,922,963,,
117,2023-06-01,5 min,Loss,50,Peereq,929,961,,
118,2023-06-01,5 min,Win,56,Reliable7,937,906,,
119,2023-06-01,5 min,Win,36,hamid_mazloum,929,886,,
120,2023-06-01,5 min,Loss,41,Lorry_1907,922,935,64.5,69.8
121,2023-05-31,3 min,Loss,42,binanz,930,974,,
122,2023-05-31,5 min,Win,31,NanaPineda,937,942,,
123,2023-05-31,5 min,Loss,52,Rami4855,929,924,,
124,2023-05-31,5 min,Loss,38,mustafa776v,938,973,,
125,2023-05-30,5 min,Loss,53,kennjo,946,978,,
126,2023-05-30,5 min,Loss,24,Im_Not_HikaruCarlsen,954,958,,
127,2023-05-30,3 min,Loss,35,teraps_82,962,975,,
128,2023-05-30,3 min,Win,28,malickan,962,981,,
129,2023-05-25,3 min,Win,27,deepak77667,953,960,,
130,2023-05-25,5 min,Loss,23,The_Cheeb,944,939,,
131,2023-05-25,5 min,Win,57,swfitzgerald,953,961,,
132,2023-05-25,5 min,Loss,45,AMIT90300930,944,1006,,
133,2023-05-25,5 min,Loss,30,McLoops,951,992,,
134,2023-05-25,5 min,Loss,42,Itachi4412,958,971,,
135,2023-05-24,5 min,Loss,36,pajiloybog,966,1023,,
136,2023-05-24,5 min,Loss,50,Marcus1111119,973,981,,
137,2023-05-24,5 min,Loss,31,Scorchianitis,981,991,,
138,2023-05-24,5 min,Win,25,lizclegg,989,938,,
139,2023-05-24,5 min,Loss,51,karbamoilofosforan,982,1045,,
140,2023-05-24,5 min,Win,38,Wes_C_Addle,989,1013,,
141,2023-05-23,5 min,Loss,45,Creatinglight,980,1020,,
142,2023-05-23,5 min,Loss,15,FredSuarez,987,1003,,
143,2023-05-23,5 min,Loss,58,Genetix69,995,1052,,
144,2023-05-23,5 min,Win,30,ricktallman,1002,965,,
145,2023-05-22,5 min,Draw,84,jimchess89,994,1027,,
146,2023-05-22,5 min,Loss,30,Wiercipita,993,991,,
147,2023-05-22,5 min,Loss,46,barcasa2020,1001,1013,,
148,2023-05-22,5 min,Loss,28,Areiisa,1009,1053,59.3,77.8
149,2023-05-20,5 min,Loss,32,xLegatwo,1016,1056,,
150,2023-05-20,5 min,Loss,23,mikemunthali,1023,1077,,
151,2023-05-19,5 min,Loss,60,maxonmarinho,1030,1063,,
152,2023-05-19,5 min,Win,47,itswilko,1038,1031,,
153,2023-05-19,5 min,Win,38,SHAGMASTER038,1030,1001,,
154,2023-05-19,5 min,Win,43,FENWICKUK,1022,993,,
155,2023-05-19,5 min,Loss,17,Obadiah207,1014,1002,,
156,2023-05-18,5 min,Loss,25,Kmath81,1023,1058,,
157,2023-05-18,5 min,Loss,29,cera2021,1031,1091,,
158,2023-05-18,5 min,Win,23,Eerbolat,1038,1053,,
159,2023-05-18,5 min,Loss,15,interstatemoney,1029,1065,,
160,2023-05-17,5 min,Loss,49,RAFI_COX,1037,1025,,
161,2023-05-17,5 min,Loss,23,Ppcsv,1046,1037,,
162,2023-05-17,5 min,Loss,32,Pierone94,1055,1096,,
163,2023-05-16,5 min,Loss,38,azr_17,1062,1037,,
164,2023-05-16,5 min,Win,69,GregStathacos,1071,1014,,
165,2023-05-15,5 min,Win,21,Floresgod,1064,1027,,
166,2023-05-15,5 min,Win,42,Omarsukar,1057,901,,
167,2023-05-15,5 min,Draw,61,YRashmika,1052,1042,,
168,2023-05-13,5 min,Win,33,egc76,1052,1076,,
169,2023-05-13,5 min,Loss,48,Chingiskhan12,1043,1122,,
170,2023-05-13,5 min,Loss,50,georgeswashington,1049,1051,,
171,2023-05-12,5 min,Win,58,PauloJ_GM,1057,999,,
172,2023-05-11,5 min,Loss,62,corvau,1050,1054,,
173,2023-05-11,5 min,Win,44,AnmoVij,1058,1056,,
174,2023-05-11,5 min,Loss,26,Quant_to_me,1050,1049,,
175,2023-05-11,5 min,Loss,13,Liuxsas,1058,1095,,
176,2023-05-10,5 min,Loss,37,nUlm23,1066,1081,,
177,2023-05-10,5 min,Loss,52,AlexChelsea33,1074,1108,,
178,2023-05-09,5 min,Win,19,rohzrock,1082,1078,,
179,2023-05-09,5 min,Win,26,praharshp,1074,1040,,
180,2023-05-09,5 min,Win,33,Kendal2103,1066,1034,,
181,2023-05-09,5 min,Win,34,Kaspersnek,1058,1090,,
182,2023-05-09,3 min,Loss,27,Hawinmok,1049,1032,,
183,2023-05-09,3 min,Loss,44,dmeic,1058,1073,,
184,2023-05-08,3 min,Loss,34,Rug60,1066,1062,,
185,2023-05-05,3 min,Loss,26,Santa786,1074,1119,,
186,2023-05-05,5 min,Win,54,baluliccrore,1081,1074,,
187,2023-05-03,5 min,Loss,17,Oscar_B_R,1073,1096,66.6,79.6
188,2023-05-02,5 min,Win,28,Lampe_LTD,1081,1044,,
189,2023-05-02,5 min,Win,27,Lubasky,1074,1033,,
190,2023-05-02,5 min,Win,27,Samanvith16,1067,1020,,
191,2023-05-01,5 min,Win,46,z-TormentedConce,1060,1050,,
192,2023-05-01,5 min,Win,40,naimea,1052,1016,,
193,2023-04-29,5 min,Win,13,friendlyrage,1045,991,,
194,2023-04-28,5 min,Loss,22,davidoski,1038,1084,,
195,2023-04-28,5 min,Loss,29,shukrullah7,1045,1021,,
196,2023-04-27,5 min,Win,37,angelito8,1054,995,,
197,2023-04-27,5 min,Draw,65,AndersFagerholt,1047,1083,,
198,2023-04-26,5 min,Win,45,mansourtehrani,1046,1028,,
199,2023-04-26,5 min,Draw,50,kcbello,1038,1015,,
200,2023-04-25,5 min,Win,29,robotad63,1039,1023,,
201,2023-04-25,5 min,Win,19,Sniehkhlieh,1031,1039,,
202,2023-04-24,5 min,Win,30,lakmanabdul,1022,1033,,
203,2023-04-21,5 min,Loss,34,mnaffiliates,1013,1064,,
204,2023-04-21,5 min,Loss,32,vman37,1020,1055,61.1,69.3
205,2023-04-21,5 min,Loss,20,Nelson1712,1028,1121,,
206,2023-04-20,5 min,Win,55,Juancalejo,1034,1051,,
207,2023-04-20,5 min,Win,14,Bawler41,1025,1009,,
208,2023-04-20,5 min,Win,27,Sniehkhlieh,1017,1027,,
209,2023-04-20,5 min,Win,61,Fugitive67,1008,1017,,
210,2023-04-20,5 min,Loss,51,LlNT,999,919,,
211,2023-04-19,5 min,Loss,61,Kentlee100,1009,1028,,
212,2023-04-19,5 min,Loss,27,danlinar,1017,1075,,
213,2023-04-19,5 min,Loss,33,yoannb,1024,1043,,
214,2023-04-18,5 min,Loss,33,petigris,1032,1006,,
215,2023-04-18,5 min,Loss,31,BRAGA1992,1041,1067,,
216,2023-04-17,5 min,Win,50,Zmysly,1049,1049,,
217,2023-04-17,1|1,Win,33,threeturn,824,767,,
218,2023-04-16,5 min,Loss,53,Simo_889,1041,1075,,
219,2023-04-16,5 min,Win,11,Anima81,1049,1023,,
220,2023-04-16,5 min,Loss,31,a12Ma,1041,1086,,
221,2023-04-16,1 min,Loss,18,Marti1232,812,812,,
222,2023-04-16,1 min,Loss,25,Xebrothin,826,826,,
223,2023-04-15,1 min,Loss,31,LionKingQueen123,841,877,,
224,2023-04-15,5 min,Loss,49,wunof2,1048,1022,,
225,2023-04-15,1|1,Win,25,chunhei198,855,841,,
226,2023-04-15,1|1,Win,18,FelipeNepomuk,840,794,,
227,2023-04-15,1|1,Loss,33,Vijaypalsinghrathore,826,880,,
228,2023-04-14,1|1,Win,28,jamescole97,841,842,,
229,2023-04-14,1|1,Win,14,Hxbanero,822,837,,
230,2023-04-14,1|1,Loss,14,JimmyDonuts,802,784,,
231,2023-04-14,1|1,Win,28,Ltbaum,823,755,,
232,2023-04-14,1|1,Win,36,N1cknac,805,803,,
233,2023-04-14,1|1,Loss,37,jack101yello,782,806,,
234,2023-04-13,5 min,Loss,62,karkernk,1057,1041,,
235,2023-04-13,5 min,Loss,35,michelsam1,1066,1074,,
236,2023-04-13,5 min,Win,20,nehalist,1074,1015,,
237,2023-04-12,5 min,Win,8,DaRealRoyalLove,1067,1078,,
238,2023-04-12,1 min,Win,27,ensarinhoo,805,790,,
239,2023-04-12,1 min,Win,38,a_mousawi,780,724,,
240,2023-04-12,1 min,Loss,38,mrbrownieee,756,813,,
241,2023-04-12,5 min,Win,23,SirFryNoodles,1058,1035,,
242,2023-04-12,5 min,Loss,36,garethdaniel,1050,1058,,
243,2023-04-12,5 min,Loss,42,sheikian,1058,1050,,
244,2023-04-11,1 min,Loss,19,chainzyarrak,782,800,,
245,2023-04-11,5 min,Win,63,DSlone126,1067,1037,,
246,2023-04-11,5 min,Win,20,kasach70,1059,1015,,
247,2023-04-11,5 min,Loss,58,BurlyZoo,1052,1030,,
248,2023-04-10,5 min,Draw,66,Yagoto74,1061,1061,,
249,2023-04-10,5 min,Win,71,Skunreg,1061,1006,,
250,2023-04-10,5 min,Draw,54,berenito47,1054,1083,,
251,2023-04-08,5 min,Win,22,Grossbaff,1053,1062,,
252,2023-04-08,5 min,Win,34,SrJames1010,1044,999,,
253,2023-04-08,5 min,Win,46,Antbez,1037,1015,,
254,2023-04-08,5 min,Loss,19,alechaplan,1029,1084,,
255,2023-04-08,5 min,Loss,64,agussuhana,1036,1082,,
256,2023-04-08,5 min,Win,19,ike1502111119291018491829,1043,1030,,
257,2023-04-08,5 min,Win,37,bocskail,1035,994,,
258,2023-04-07,5 min,Draw,84,Vgrigo,1028,1026,,
259,2023-04-07,5 min,Loss,9,AnlAygn,1028,1003,,
260,2023-04-07,5 min,Loss,20,E2E444,1037,1009,,
261,2023-04-07,5 min,Win,42,pavan121195,1046,1036,,
262,2023-04-07,5 min,Win,34,Palmer52ed2,1038,991,,
263,2023-04-07,5 min,Win,53,Lukasinio84,1031,980,,
264,2023-04-07,5 min,Win,17,Azejto,1024,882,,
265,2023-04-07,5 min,Win,11,Nurtaz,1016,998,,
266,2023-04-07,5 min,Win,6,Palivo_v_Nov,1008,1008,,
267,2023-04-07,5 min,Win,29,Ardhi_D_Ansyah,1000,961,,
268,2023-04-07,5 min,Win,57,MartinNikolov,993,1005,,
269,2023-04-07,5 min,Draw,42,AakashGhimire,984,937,,
270,2023-04-07,5 min,Loss,30,Robert0694,985,1022,,
271,2023-04-06,5 min,Loss,23,klobberbot,992,1043,,
272,2023-04-06,5 min,Draw,41,mharos1975,999,1000,,
273,2023-04-05,5 min,Loss,24,Qwaghy,999,1036,74.5,87.0
274,2023-04-05,5 min,Loss,28,Caslan99,1006,1064,,
275,2023-04-05,5 min,Win,38,Szymqw,1013,955,,
276,2023-04-05,5 min,Loss,30,Mikel288,1006,1047,,
277,2023-04-05,5 min,Win,23,TheRandomN,1013,963,,
278,2023-04-05,5 min,Win,46,Abhi-13,1004,993,,
279,2023-04-05,5 min,Win,33,UrChequeM8,996,994,,
280,2023-04-04,5 min,Win,8,adelabarthe,988,984,,
281,2023-04-02,5 min,Loss,44,Brendan_Cook,980,1022,,
282,2023-04-02,5 min,Win,45,CanPop84,987,996,,
283,2023-03-31,5 min,Loss,37,gerardpascuu,978,973,,
284,2023-03-31,5 min,Loss,25,Tjoeps,987,1035,,
285,2023-03-30,5 min,Win,28,VMatsinhe,994,999,,
286,2023-03-30,5 min,Loss,41,DonnDevera,986,1016,,
287,2023-03-30,5 min,Loss,38,vasco21g,994,969,,
288,2023-03-30,5 min,Win,58,brrr111188,1003,997,,
289,2023-03-30,5 min,Loss,47,ghiyathsyr,995,1025,,
290,2023-03-30,5 min,Draw,44,givemethecookie,1003,986,,
291,2023-03-30,5 min,Loss,32,raju830,1003,994,,
292,2023-03-29,5 min,Win,56,kingkang916,1012,997,,
293,2023-03-29,5 min,Win,24,eduardowagnerSC,1004,976,,
294,2023-03-29,5 min,Win,18,Heliveltom,996,975,81.5,78.7
295,2023-03-29,5 min,Loss,34,Santhoshraj1997,988,982,,
296,2023-03-29,5 min,Win,22,Leth48,997,938,,
297,2023-03-28,5 min,Win,57,SwagMoney17,990,857,,
298,2023-03-28,5 min,Win,34,sulta12345,982,986,,
299,2023-03-28,5 min,Win,28,hakim369369,974,925,,
300,2023-03-28,5 min,Win,22,martingorri,967,990,79.6,62.7
301,2023-03-28,5 min,Win,5,Grassmstr007,958,940,,
302,2023-03-27,5 min,Loss,57,Darquil,950,1011,,
303,2023-03-27,5 min,Win,24,cb1977,957,919,,
304,2023-03-27,5 min,Win,7,ronaldomachadojr,950,895,,
305,2023-03-27,5 min,Loss,73,olivenvej,943,930,,
306,2023-03-27,5 min,Draw,40,mintatmintut,952,972,,
307,2023-03-27,5 min,Loss,34,Kxryyy,951,944,,
308,2023-03-27,5 min,Win,51,agisilaosstratakos,960,950,,
309,2023-03-27,5 min,Loss,27,lymchl2018,952,965,,
310,2023-03-27,5 min,Loss,20,Apoich,960,952,,
311,2023-03-26,5 min,Win,61,kevinq22,969,935,,
312,2023-03-26,5 min,Loss,10,jjmaurice,961,992,,
313,2023-03-25,5 min,Loss,24,jesuseduardosantaella,969,969,,
314,2023-03-25,5 min,Win,29,Jesse183,977,913,,
315,2023-03-25,5 min,Loss,41,Merjidotv,970,995,,
316,2023-03-25,5 min,Win,52,worldkris,978,973,,
317,2023-03-25,5 min,Win,63,just4fun8515,970,928,,
318,2023-03-25,5 min,Loss,22,shloonktapooxis,963,959,,
319,2023-03-25,5 min,Draw,57,Ramezanifard,971,978,,
320,2023-03-24,5 min,Win,29,Yobel_Gonzalez,971,973,,
321,2023-03-24,5 min,Loss,34,mirarandima68,963,1005,,
322,2023-03-24,5 min,Loss,14,mariannaslewa,970,966,,
323,2023-03-24,5 min,Loss,41,ninjaa83,979,950,,
324,2023-03-24,5 min,Draw,49,vm8977,988,999,,
325,2023-03-24,5 min,Win,46,Bobostan,988,1018,,
326,2023-03-24,5 min,Draw,75,swamirohit,979,996,,
327,2023-03-24,5 min,Loss,51,rainebitanga,979,976,,
328,2023-03-24,5 min,Win,64,passion4fm,988,994,,
329,2023-03-24,5 min,Win,57,Sampro07,979,943,,
330,2023-03-24,5 min,Loss,26,PontiusSpeculatius,971,1014,,
331,2023-03-24,5 min,Win,5,GOLDENTITAN4,978,974,,
332,2023-03-23,5 min,Loss,72,saurabh771,970,1011,,
333,2023-03-23,5 min,Loss,29,GnnsDmds,977,1022,,
334,2023-03-23,5 min,Win,33,StealthyRhino,984,968,,
335,2023-03-23,5 min,Win,18,cdp0073,976,965,,
336,2023-03-23,5 min,Win,27,xbren86,968,972,,
337,2023-03-22,5 min,Win,25,Incus2222,959,913,,
338,2023-03-22,5 min,Win,42,SladjanS,952,946,,
339,2023-03-22,5 min,Win,42,RawDragonEater,944,901,,
340,2023-03-21,5 min,Loss,51,Carerra992-inactive,937,929,,
341,2023-03-21,5 min,Loss,17,Priyanshu1303,946,950,,
342,2023-03-21,5 min,Win,65,danceeye,954,961,,
343,2023-03-20,5 min,Loss,31,Il_Sabino,945,970,,
344,2023-03-20,5 min,Loss,15,Doomy11,953,971,,
345,2023-03-20,5 min,Loss,32,SerzhK,961,931,,
346,2023-03-20,5 min,Win,5,raghav0210,970,974,,
347,2023-03-19,5 min,Win,42,Arghaaa,962,940,,
348,2023-03-19,5 min,Loss,64,bubuz123,954,953,,
349,2023-03-19,5 min,Loss,24,m7mad231,962,1014,,
350,2023-03-19,5 min,Win,22,Raj-king7,969,950,,
351,2023-03-19,5 min,Loss,35,5tary,961,996,,
352,2023-03-19,5 min,Loss,48,CIU33,969,1010,,
353,2023-03-19,5 min,Loss,35,1richinnerg,976,961,,
354,2023-03-19,5 min,Win,21,GunnerPKD,985,988,,
355,2023-03-19,5 min,Win,16,KlassischerSKT,977,952,,
356,2023-03-19,5 min,Loss,36,boybesprend,969,971,,
357,2023-03-18,5 min,Loss,51,matt7130,977,1010,,
358,2023-03-18,5 min,Loss,28,Srsh18,985,965,,
359,2023-03-15,5 min,Draw,56,roy47,994,1034,,
360,2023-03-15,5 min,Win,34,jglowka,993,962,,
361,2023-03-14,5 min,Loss,46,nomasrabias,985,1021,,
362,2023-03-14,5 min,Loss,53,Chris_13122,992,1053,,
363,2023-03-14,5 min,Loss,22,bhyregowda369,999,999,,
364,2023-03-14,5 min,Win,30,Leila_13,1007,1034,,
365,2023-03-14,5 min,Win,37,B1UnOooo,998,934,,
366,2023-03-13,5 min,Win,18,xavilien,991,967,,
367,2023-03-13,5 min,Win,18,hbsbeats,983,946,,
368,2023-03-13,5 min,Win,47,Skorp362,976,943,,
369,2023-03-13,5 min,Loss,13,waterboy694,968,1005,,
370,2023-03-13,5 min,Win,37,MattDali,975,979,75.6,72.6
371,2023-03-12,5 min,Loss,61,skibbiddypow,966,952,,
372,2023-03-12,5 min,Loss,43,vladazivan,975,1013,,
373,2023-03-12,5 min,Win,40,Lou_Ay,982,925,,
374,2023-03-11,5 min,Win,37,NotOle,975,922,,
375,2023-03-10,5 min,Loss,42,MunifatulHaswan,968,1054,,
376,2023-03-10,5 min,Win,32,MunifatulHaswan,974,1048,,
377,2023-03-10,5 min,Loss,54,mat854,964,998,,
378,2023-03-10,5 min,Win,72,rizalandriansyah05,972,929,,
379,2023-03-10,5 min,Win,40,iamadrian0721,964,978,,
380,2023-03-10,5 min,Loss,36,anasgam,955,966,,
381,2023-03-10,5 min,Loss,26,nikitak13,963,948,,
382,2023-03-09,5 min,Win,45,hamburg22529,972,956,,
383,2023-03-08,5 min,Loss,57,Skalican,964,959,,
384,2023-03-08,5 min,Win,20,bawmnu,972,916,,
385,2023-03-08,5 min,Loss,16,yellowboxpirate,965,1031,,
386,2023-03-08,5 min,Loss,24,leszcz57,972,965,,
387,2023-03-07,5 min,Draw,37,PedroTurre,981,960,,
388,2023-03-07,5 min,Win,42,Vini-Mazz,981,1004,,
389,2023-03-07,5 min,Win,27,Quan30S,972,977,,
390,2023-03-07,5 min,Loss,61,vukemama,963,997,,
391,2023-03-07,5 min,Loss,24,lReavaNl,971,987,,
392,2023-03-07,5 min,Loss,45,GM_Aditya_08,979,949,,
393,2023-03-06,5 min,Loss,35,VitaliyGurman,988,1024,,
394,2023-03-06,5 min,Draw,48,jose_sula,996,1019,,
395,2023-03-06,5 min,Win,22,ynxlexstar,995,960,,
396,2023-03-06,5 min,Loss,26,abderooftyt,987,982,,
397,2023-03-05,5 min,Win,17,zidikiani,995,939,54.8,44.1
398,2023-03-03,5 min,Loss,35,mathphile05,988,977,,
399,2023-03-03,5 min,Draw,59,frankyut,997,1045,,
400,2023-03-03,5 min,Win,17,prosiko91,996,1000,,
401,2023-03-02,5 min,Win,68,Ma_x_x,987,952,,
402,2023-03-01,5 min,Win,50,yogeshdwivedi,979,961,,
403,2023-03-01,5 min,Win,41,deanross9662,971,959,,
404,2023-03-01,5 min,Loss,44,LarsD13,963,1017,,
405,2023-03-01,5 min,Win,62,pipicacaprout92,970,956,,
406,2023-02-28,5 min,Loss,34,Rubenvela,962,940,,
407,2023-02-28,5 min,Loss,40,phillyrichard13,971,947,,
408,2023-02-28,5 min,Win,45,Jsjfkdlmsm,980,923,64.9,64.0
409,2023-02-28,5 min,Win,37,masayan000,973,922,,
410,2023-02-27,5 min,Loss,32,jamescjb,966,1020,,
411,2023-02-27,5 min,Loss,43,BillyBilal,973,1005,59.0,65.9
412,2023-02-27,5 min,Win,10,rnnardelli,981,907,74.3,48.7
413,2023-02-27,5 min,Loss,44,karion23,974,1054,66.7,73.4
414,2023-02-27,5 min,Loss,43,Jeykep,980,987,,
415,2023-02-26,5 min,Win,31,L-Rider,988,1006,91.7,75.1
416,2023-02-26,5 min,Loss,34,Arminowich,979,967,67.1,75.0
417,2023-02-26,5 min,Win,24,ksbs,988,1005,69.4,54.9
418,2023-02-25,5 min,Loss,49,Juande3640,979,962,,
419,2023-02-25,5 min,Loss,24,MC_Blacka,988,997,67.3,77.5
420,2023-02-25,5 min,Loss,57,Padd1e,996,993,,
421,2023-02-25,5 min,Loss,11,darth4544,1004,1033,,
422,2023-02-24,5 min,Win,30,ArnauLaCu,1012,989,62.8,56.0
423,2023-02-24,5 min,Loss,33,penjoooo,1004,1068,,
424,2023-02-24,5 min,Win,28,NkaTaNa,1011,931,,
425,2023-02-24,5 min,Loss,29,sv9993,1004,1043,,
426,2023-02-24,5 min,Loss,15,Taso12345,1011,1088,,
427,2023-02-24,5 min,Win,24,El_Guapo88,1018,1008,,
428,2023-02-23,5 min,Win,42,Gambit760,1010,1074,84.2,72.7
